1,2810132730
2,1916202143
3,1515313638
4,161826273440
5,91521232728
6,61223252838
7,71921233335
8,111618204243
9,111923383942
10,1319213539
11,122632374042
12,141727283539
13,132931374142
14,2811353738
15,4611202128
16,51213293435
17,142025343536
18,61618273641
19,4812303343
20,72933353739
21,5713193841
22,81216192035
23,71028323340
24,151819303638
25,113234374043
26,3411121343
27,4820303338
28,61115203141
29,81220353740
30,41617192637
31,71822252843
32,367232941
33,81722252941
34,22025303740
35,3513303241
36,11620233040
37,359172141
38,2926273443
39,101822253942
40,51725343839
41,182127333638
42,41521243337
43,123152426
44,31624313442
45,7928323638
46,111421242542
47,31114252731
48,2528303340
49,21321313241
50,51315252739
51,71524373841
52,11624253642
53,21523374043
54,142526313742
55,111213143739
56,101325313242
57,21422273542
58,489131625
59,91517303241
60,202123283042
61,4822252728
62,239121530
63,111620283440
64,21419223241
65,21022233143
66,71517303335
67,146111825
68,162330353739
69,1931354041
70,61120232431
71,11011131920
72,101224293337
73,1615192736
74,31427284043
75,249192331
76,11012162035
77,51015283738
78,51423323343
79,202227323643
80,1412161934
81,11115232627
82,101219252639
83,11621283537
84,171926283537
85,51318222332
86,3716242936
87,3812363941
88,568202126
89,31323303543
90,131517183032
91,131517264143
92,51720242840
93,102333363741
94,111617182940
95,2312152527
96,11315343643
97,41017343542
98,71634373839
99,5912282939
100,6811143133
101,212729303640
102,4518273536
103,11617272934
104,11117262835
105,1914222534
106,81121222527
107,4511122832
108,92223253437
109,2512183041
110,568193741
111,111521313243
112,161823252930
113,31727293042
114,71314293842
115,8911273739
116,81015162631
117,5719203843
118,91321303237
119,3411121530
120,151822253640
121,3810222841
122,192021253342
123,142126282931
124,41723303940
125,111519303641
126,569102138
127,141621263740
128,61018202939
129,61825263042
130,223031343839
131,63033344043
132,31823313237
133,172426354041
134,2611141819
135,71330333536
136,31326313239
137,101320222542
138,7910162329
139,102122283741
140,171929373940
141,8914243239
142,21622272939
143,172122273341
144,11619333841
145,1410212338
146,71727363739
147,161820293038
148,31618202829
149,8913203337
150,101118203143
151,3817252832
152,4812163133
153,478122526
154,7918262738
155,567182227
156,62022293035
157,5817192527
158,1612353738
159,122330313842
160,41020303132
161,232628333842
162,32225303337
163,2311172434
164,1213143538
165,91116212536
166,141820283438
167,101417192942
168,1631323639
169,31517192636
170,101215173031
171,5617233233
172,101122233334
173,61022303135
174,2916363842
175,2310222840
176,81925313437
177,61819303641
178,102227303639
179,3611131516
180,41011122036
181,127212930
182,222328374043
183,142931363840
184,5723313942
185,81314183541
186,71618333641
187,122122273940
188,3818252639
189,33235363940
190,172330313943
191,4725273443
192,3719273941
193,3418314043
194,41112213638
195,51012222641
196,4511163033
197,91017222830
198,456172042
199,31424253336
200,4711192528
201,101316172439
202,91826283340
203,121820273537
204,21720253942
205,479161834
206,1316224143
207,172123303134
208,182429323539
209,82730354041
210,1621223740
211,101423263336
212,11117323539
213,4718262943
214,479112036
215,1413182231
216,92129333541
217,81923272939
218,81018223136
219,272829343539
220,232526293337
221,82730313842
222,41415222931
223,7919263032
224,121718193035
225,91121313538
226,82636404243
227,61317293236
228,5817263639
229,81621242736
230,4918313642
231,146161843
232,157263943
233,61826404142
234,111724262730
235,62123242839
236,189143438
237,1311132737
238,51015203337
239,4918303140
240,111526313639
241,81427333640
242,11013222932
243,53435384243
244,111230363839
245,3618242836
246,162832343942
247,81630323439
248,113235363941
249,1317233335
250,389132242
251,21219252936
252,2613223233
253,151619223643
254,121322232529
255,6712173442
256,151718283037
257,71529303940
258,31516172531
259,11215233442
260,111521313741
261,61718213541
262,5711192125
263,1513223941
264,25682027
265,2316222328
266,111518243039
267,358223538
268,368142436
269,11013152123
270,171921293338
271,91019254041
272,71213202326
273,41820212940
274,4514273139
275,41315313340
276,61127303336
277,7918203038
278,91314172238
279,71112233043
280,61226373839
281,3910111935
282,1917314143
283,6916222737
284,202630333538
285,139141629
286,101114283141
287,1518343539
288,3411252833
289,7912173438
290,111315172243
291,101520284143
292,71427313439
293,6815173643
294,2513141720
295,91218203743
296,41927303137
297,689203840
298,122529313540
299,245173541
300,4729333639
301,45691011
302,2413233840
303,42431353739
304,378151731
305,125233134
306,12025283142
307,1711323340
308,31318202328
309,1426364142
310,345182837
311,11622363742
312,21722293842
313,11921313240
314,3814303843
315,1217244041
316,3420304041
317,7815303536
318,2713163637
319,152023283740
320,1525273841
321,212931363841
322,181922253542
323,91121233339
324,51327373941
325,6718293339
326,179142343
327,61214283136
328,3710121936
329,6815173940
330,51216192839
331,2817243238
332,7816242634
333,157154142
334,111417183436
335,4510233642
336,3613172029
337,51516203439
338,81025313940
339,359263436
340,41013313542
341,41423252835
342,81526273438
343,132829373841
344,81116202836
345,102122253537
346,4911123238
347,82023273233
348,456273638
349,81315192030
350,131825262940
351,31316242643
352,6824253438
353,1915162226
354,4622313441
355,11124263637
356,158121729
357,21011121938
358,123132343942
359,3519202327
360,236142642
361,12128303743
362,71015203740
363,367222731
364,71112193342
365,61920283637
366,121315183041
367,101317384143
368,71018213335
369,3912161837
370,21113151632
371,141523243234
372,71928333539
373,71415193543
374,42425262734
375,7914173637
376,202125273438
377,238202124
378,111319263643
379,81315213334
380,172225262743
381,41315223941
382,2615282943
383,71217182428
384,171920223341
385,63134353740
386,2911152325
387,121619273032
388,51214182031
389,61222253135
390,51617223943
391,82023242938
392,101518303137
393,71827373843
394,142728313740
395,152126284243
396,91221263340
397,151623303943
398,23136373943
399,11417283137
400,4919222333
401,141527343542
402,31823242933
403,81013202433
404,31014182643
405,61319203031
406,124163637
407,111819303739
408,122023283132
409,61317272836
410,21216204243
411,246243539
412,26791619
413,21415263537
414,1245925
415,92833343743
416,121522242937
417,32023303137
418,31216253236
419,5816252630
420,141921282931
421,268102534
422,56782838
423,123303536
424,31317254041
425,2312203443
426,689293237
427,51213333942
428,81618354243
429,172529333742
430,1818263442
431,1519203541
432,82023244243
433,3911242634
434,31219333536
435,21112283537
436,41221222738
437,2511212343
438,3916172031
439,111420283241
440,92329303139
441,101833343941
442,22326354142
443,61021222335
444,51316182432
445,102023263740
446,3817262736
447,152329364243
448,92332353942
449,192021232732
450,152021324042
451,61416192639
452,1525272940
453,71719273540
454,21618274243
455,112026283043
456,3715253039
457,101227323443
458,11827303640
459,111327313743
460,182223323540
461,81013303242
462,246163133
463,101316253042
464,102122252737
465,62427303238
466,1419283440
467,181920243243
468,91726303440
469,101220354043
470,11117233843
471,21314222332
472,101728303642
473,61617223437
474,121519252841
475,5910273342
476,71722303640
477,121416183841
478,111423303138
479,5714172027
480,2517183538
481,2911242534
482,43031363738
483,2815243335
484,131925293235
485,142630333439
486,162527293441
487,268192234
488,51529343942
489,6812303343
490,5913283440
491,7920273134
492,1812202337
493,82630364142
494,81619232631
495,4620212933
496,2611293241
497,61214173640
498,12536414243
499,3915162235
500,62028313438
501,31721233638
502,91227282941
503,11825272839
504,122122272931
505,192127333443
506,51121273739
507,51419212831
508,1714152442
509,3412182728
510,121526354143
511,42223273843
512,142023253339
513,1612141519
514,6714151941
515,2323253335
516,21416172930
517,61013142837
518,143134354042
519,11325293033
520,2412142643
521,1815212330
522,3616232543
523,7826274143
524,71114183540
525,11117283338
526,81418192627
527,5712233941
528,2512212832
529,61921243141
530,11019303336
531,51216242633
532,232833353742
533,61624314143
534,1219222637
535,61423242732
536,41012142336
537,101822242637
538,21114232633
539,31013171828
540,152329353641
541,345283443
542,101423353841
543,151718192231
544,111416324142
545,162124283236
546,11430344043
547,61011303239
548,121316282935
549,51427293233
550,121519323642
551,151619212642
552,132226304041
553,3911152737
554,162734353638
555,23793642
556,6913172930
557,61823323843
558,43233384143
559,2716252643
560,41719373942
561,41430354041
562,91011253037
563,4526283438
564,31218243439
565,368212832
566,101718293041
567,71317232834
568,71015313242
569,41921252840
570,2410283843
571,62021233338
572,101218384243
573,3521303738
574,41116202643
575,41117212330
576,8921242937
577,31229313637
578,162223273337
579,6817192342
580,121517253543
581,52228293539
582,71014253238
583,21217184043
584,101124263738
585,12832344142
586,6710233642
587,101218273340
588,81318333436
589,1910284142
590,202425273237
591,11316222733
592,121422233441
593,21016262930
594,4515303438
595,1515223940
596,21317242934
597,347131623
598,61015213641
599,128132739
600,32023242835
601,62225263039
602,81315182441
603,3818212342
604,91520222843
605,1413253843
606,81524263542
607,238122021
608,4616171826
609,182436373941
610,2512232641
611,101214243439
612,71831323940
613,2618263237
614,2622253142
615,61624323643
616,4718192435
617,5818283435
618,41521313542
619,21129313338
620,71013193138
621,61516283640
622,71618202736
623,7816353942
624,4812222530
625,51726373942
626,61314222628
627,247193442
628,71315182938
629,61621303443
630,3713181941
631,257103640
632,3414212225
633,7911141518
634,81013152040
635,81112154143
636,21221232426
637,71216283134
638,61119283540
639,11620243334
640,31118203339
641,31421242629
642,81314213341
643,2621313537
644,41422232642
645,31012323343
646,91214242833
647,2715223643
648,222627283643
649,142229333640
650,123134404143
651,41517343840
652,11016192039
653,132122262936
654,121821293238
655,51023262829
656,2813172537
657,32029333440
658,142432404142
659,213035394142
660,82031363738
661,6917203340
662,123132343640
