x,y,y'
0.20998632,0.023255814,0.15301456
0.210670315,0.069767442,0.15300187
0.211354309,0.023255814,0.1529892
0.212038304,0.069767442,0.1529765
0.212722298,0.023255814,0.1529638
0.213406293,0.046511628,0.1529511
0.214090287,0.023255814,0.1529384
0.214774282,0.069767442,0.15292567
0.215458276,0.023255814,0.15291294
0.216142271,0.069767442,0.1529002
0.216826265,0.162790698,0.15288746
0.21751026,0.046511628,0.15287472
0.218194254,0.348837209,0.15286197
0.218878249,0.023255814,0.15284921
0.219562244,0.488372093,0.15283644
0.220246238,0.418604651,0.15282367
0.220930233,0.209302326,0.15281089
0.221614227,0.11627907,0.1527981
0.222298222,0.139534884,0.1527853
0.222982216,0.023255814,0.1527725
0.223666211,0.139534884,0.15275969
0.224350205,0.069767442,0.15274687
0.2250342,0.139534884,0.15273404
0.225718194,0.11627907,0.15272121
0.226402189,0.046511628,0.15270838
0.227086183,0.162790698,0.15269554
0.227770178,0.023255814,0.15268268
0.228454172,0.255813953,0.15266982
0.229138167,0.093023256,0.15265696
0.229822161,0.069767442,0.15264408
0.230506156,0.11627907,0.15263121
0.23119015,0.186046512,0.15261832
0.231874145,0.069767442,0.15260541
0.23255814,0.093023256,0.15259252
0.233242134,0.093023256,0.1525796
0.233926129,0.186046512,0.1525667
0.234610123,0.302325581,0.15255378
0.235294118,0.186046512,0.15254085
0.235978112,0.23255814,0.15252791
0.236662107,0.093023256,0.15251496
0.237346101,0.186046512,0.15250202
0.238030096,0.093023256,0.15248907
0.23871409,0.186046512,0.1524761
0.239398085,0.302325581,0.15246312
0.240082079,0.069767442,0.15245014
0.240766074,0.139534884,0.15243717
0.241450068,0.023255814,0.15242417
0.242134063,0.093023256,0.15241118
0.242818057,0.023255814,0.15239817
0.243502052,0.023255814,0.15238516
0.244186047,0.046511628,0.15237214
0.244870041,0.279069767,0.15235911
0.245554036,0.069767442,0.15234607
0.24623803,0.046511628,0.15233304
0.246922025,0.023255814,0.15232
0.247606019,0.162790698,0.15230693
0.248290014,0.069767442,0.15229388
0.248974008,0.162790698,0.15228081
0.249658003,0.139534884,0.15226774
0.250341997,0.279069767,0.15225466
0.251025992,0.23255814,0.15224156
0.251709986,0.162790698,0.15222846
0.252393981,0.069767442,0.15221536
0.253077975,0.046511628,0.15220225
0.25376197,0.325581395,0.15218914
0.254445964,0.162790698,0.15217601
0.255129959,0.162790698,0.15216288
0.255813953,0.093023256,0.15214974
0.256497948,0.162790698,0.1521366
0.257181943,0.465116279,0.15212345
0.257865937,0.046511628,0.1521103
0.258549932,0.255813953,0.15209712
0.259233926,0.186046512,0.15208395
0.259917921,0.395348837,0.15207078
0.260601915,0.093023256,0.15205759
0.26128591,0.046511628,0.15204439
0.261969904,0.162790698,0.1520312
0.262653899,0.395348837,0.15201798
0.263337893,0.139534884,0.15200478
0.264021888,0.046511628,0.15199155
0.264705882,0.279069767,0.15197833
0.265389877,0.11627907,0.15196508
0.266073871,0.139534884,0.15195185
0.266757866,0.11627907,0.1519386
0.26744186,0.186046512,0.15192534
0.268125855,0.23255814,0.15191208
0.26880985,0.162790698,0.15189882
0.269493844,0.325581395,0.15188554
0.270177839,0.348837209,0.15187225
0.270861833,0.209302326,0.15185896
0.271545828,0.348837209,0.15184566
0.272229822,0.046511628,0.15183236
0.272913817,0.023255814,0.15181905
0.273597811,0.093023256,0.15180573
0.274281806,0.325581395,0.1517924
0.2749658,0.069767442,0.15177907
0.275649795,0.186046512,0.15176573
0.276333789,0.069767442,0.1517524
0.277017784,0.139534884,0.15173905
0.277701778,0.023255814,0.15172568
0.278385773,0.255813953,0.15171231
0.279069767,0.279069767,0.15169895
0.279753762,0.139534884,0.15168557
0.280437756,0.046511628,0.15167217
0.281121751,0.046511628,0.15165879
0.281805746,0.046511628,0.15164538
0.28248974,0.046511628,0.15163198
0.283173735,0.023255814,0.15161856
0.283857729,0.209302326,0.15160514
0.284541724,0.279069767,0.1515917
0.285225718,0.069767442,0.15157828
0.285909713,0.069767442,0.15156484
0.286593707,0.11627907,0.15155138
0.287277702,0.325581395,0.15153793
0.287961696,0.046511628,0.15152447
0.288645691,0.11627907,0.151511
0.289329685,0.023255814,0.15149753
0.29001368,0.069767442,0.15148404
0.290697674,0.046511628,0.15147054
0.291381669,0.139534884,0.15145706
0.292065663,0.11627907,0.15144354
0.292749658,0.186046512,0.15143004
0.293433653,0.395348837,0.15141653
0.294117647,0.023255814,0.151403
0.294801642,0.023255814,0.15138946
0.295485636,0.186046512,0.15137592
0.296169631,0.069767442,0.15136237
0.296853625,0.069767442,0.15134883
0.29753762,0.046511628,0.15133527
0.298221614,0.093023256,0.15132171
0.298905609,0.046511628,0.15130813
0.299589603,0.069767442,0.15129456
0.300273598,0.255813953,0.15128097
0.300957592,0.209302326,0.15126738
0.301641587,0.23255814,0.15125377
0.302325581,0.046511628,0.15124017
0.303009576,0.139534884,0.15122655
0.30369357,0.11627907,0.15121293
0.304377565,0.23255814,0.15119931
0.30506156,0.069767442,0.15118568
0.305745554,0.348837209,0.15117203
0.306429549,0.209302326,0.15115838
0.307113543,0.441860465,0.15114473
0.307797538,0.348837209,0.15113106
0.308481532,0.139534884,0.1511174
0.309165527,0.023255814,0.15110372
0.309849521,0.162790698,0.15109004
0.310533516,0.046511628,0.15107635
0.31121751,0.255813953,0.15106265
0.311901505,0.069767442,0.15104896
0.312585499,0.23255814,0.15103525
0.313269494,0.023255814,0.15102153
0.313953488,0.255813953,0.1510078
0.314637483,0.418604651,0.15099408
0.315321477,0.186046512,0.15098034
0.316005472,0.046511628,0.1509666
0.316689466,0.23255814,0.15095285
0.317373461,0.23255814,0.15093909
0.318057456,0.139534884,0.15092532
0.31874145,0.023255814,0.15091155
0.319425445,0.418604651,0.15089777
0.320109439,0.209302326,0.15088399
0.320793434,0.23255814,0.1508702
0.321477428,0.023255814,0.1508564
0.322161423,0.046511628,0.15084259
0.322845417,0.23255814,0.15082878
0.323529412,0.139534884,0.15081497
0.324213406,0.279069767,0.15080114
0.324897401,0.11627907,0.15078731
0.325581395,0.162790698,0.15077347
0.32626539,0.279069767,0.15075962
0.326949384,0.255813953,0.15074576
0.327633379,0.11627907,0.1507319
0.328317373,0.046511628,0.15071805
0.329001368,0.046511628,0.15070418
0.329685363,0.093023256,0.15069029
0.330369357,0.046511628,0.1506764
0.331053352,0.302325581,0.15066251
0.331737346,0.325581395,0.15064861
0.332421341,0.372093023,0.1506347
0.333105335,0.046511628,0.15062079
0.33378933,0.11627907,0.15060687
0.334473324,0.139534884,0.15059294
0.335157319,0.11627907,0.150579
0.335841313,0.162790698,0.15056507
0.336525308,0.023255814,0.15055113
0.337209302,0.186046512,0.15053716
0.337893297,0.186046512,0.1505232
0.338577291,0.093023256,0.15050924
0.339261286,0.046511628,0.15049526
0.33994528,0.139534884,0.15048128
0.340629275,0.023255814,0.15046729
0.341313269,0.069767442,0.1504533
0.341997264,0.139534884,0.15043929
0.342681259,0.069767442,0.15042529
0.343365253,0.209302326,0.15041128
0.344049248,0.023255814,0.15039726
0.344733242,0.279069767,0.15038322
0.345417237,0.441860465,0.15036918
0.346101231,0.11627907,0.15035515
0.346785226,0.11627907,0.1503411
0.34746922,0.023255814,0.15032704
0.348153215,0.069767442,0.15031298
0.348837209,0.279069767,0.15029891
0.349521204,0.093023256,0.15028483
0.350205198,0.325581395,0.15027075
0.350889193,0.023255814,0.15025666
0.351573187,0.139534884,0.15024257
0.352257182,0.046511628,0.15022846
0.352941176,0.046511628,0.15021434
0.353625171,0.139534884,0.15020023
0.354309166,0.325581395,0.1501861
0.35499316,0.023255814,0.15017198
0.355677155,0.046511628,0.15015784
0.356361149,0.023255814,0.1501437
0.357045144,0.069767442,0.15012954
0.357729138,0.162790698,0.15011539
0.358413133,0.162790698,0.15010123
0.359097127,0.023255814,0.15008706
0.359781122,0.186046512,0.15007289
0.360465116,0.11627907,0.1500587
0.361149111,0.046511628,0.1500445
0.361833105,0.139534884,0.15003031
0.3625171,0.023255814,0.1500161
0.363201094,0.11627907,0.1500019
0.363885089,0.534883721,0.14998768
0.364569083,0.139534884,0.14997345
0.365253078,0.023255814,0.14995922
0.365937073,0.139534884,0.14994499
0.366621067,0.093023256,0.14993075
0.367305062,0.23255814,0.14991648
0.367989056,0.046511628,0.14990222
0.368673051,0.069767442,0.14988796
0.369357045,0.348837209,0.14987369
0.37004104,0.069767442,0.14985941
0.370725034,0.23255814,0.14984514
0.371409029,0.348837209,0.14983085
0.372093023,0.255813953,0.14981654
0.372777018,0.372093023,0.14980224
0.373461012,0.023255814,0.14978793
0.374145007,0.139534884,0.14977361
0.374829001,0.279069767,0.14975928
0.375512996,0.11627907,0.14974496
0.37619699,0.279069767,0.14973062
0.376880985,0.348837209,0.14971627
0.377564979,0.302325581,0.14970192
0.378248974,0.069767442,0.14968756
0.378932969,0.372093023,0.1496732
0.379616963,0.046511628,0.14965883
0.380300958,0.139534884,0.14964445
0.380984952,0.139534884,0.14963007
0.381668947,0.093023256,0.14961568
0.382352941,0.046511628,0.14960127
0.383036936,0.093023256,0.14958687
0.38372093,0.093023256,0.14957246
0.384404925,0.209302326,0.14955804
0.385088919,0.093023256,0.14954361
0.385772914,0.069767442,0.14952919
0.386456908,0.069767442,0.14951475
0.387140903,0.23255814,0.1495003
0.387824897,0.162790698,0.14948584
0.388508892,0.162790698,0.14947139
0.389192886,0.093023256,0.14945692
0.389876881,0.046511628,0.14944245
0.390560876,0.139534884,0.14942798
0.39124487,0.23255814,0.1494135
0.391928865,0.069767442,0.149399
0.392612859,0.093023256,0.1493845
0.393296854,0.093023256,0.14937
0.393980848,0.186046512,0.14935549
0.394664843,0.069767442,0.14934097
0.395348837,0.372093023,0.14932644
0.396032832,0.139534884,0.14931192
0.396716826,0.279069767,0.14929737
0.397400821,0.11627907,0.14928283
0.398084815,0.162790698,0.14926828
0.39876881,0.046511628,0.14925373
0.399452804,0.23255814,0.14923915
0.400136799,0.023255814,0.14922458
0.400820793,0.139534884,0.14921
0.401504788,0.23255814,0.14919542
0.402188782,0.186046512,0.14918083
0.402872777,0.023255814,0.14916624
0.403556772,0.465116279,0.14915164
0.404240766,0.023255814,0.14913702
0.404924761,0.279069767,0.1491224
0.405608755,0.046511628,0.14910778
0.40629275,0.093023256,0.14909315
0.406976744,0.023255814,0.14907852
0.407660739,0.046511628,0.14906387
0.408344733,0.069767442,0.14904922
0.409028728,0.139534884,0.14903456
0.409712722,0.023255814,0.1490199
0.410396717,0.069767442,0.14900523
0.411080711,0.139534884,0.14899056
0.411764706,0.186046512,0.14897586
0.4124487,0.069767442,0.14896117
0.413132695,0.209302326,0.14894648
0.413816689,0.023255814,0.14893177
0.414500684,0.186046512,0.14891706
0.415184679,0.046511628,0.14890236
0.415868673,0.093023256,0.14888763
0.416552668,0.418604651,0.1488729
0.417236662,0.046511628,0.14885816
0.417920657,0.23255814,0.14884342
0.418604651,0.162790698,0.14882867
0.419288646,0.046511628,0.14881392
0.41997264,0.046511628,0.14879915
0.420656635,0.139534884,0.14878438
0.421340629,0.093023256,0.14876962
0.422024624,0.11627907,0.14875484
0.422708618,0.093023256,0.14874004
0.423392613,0.046511628,0.14872524
0.424076607,0.162790698,0.14871044
0.424760602,0.139534884,0.14869563
0.425444596,0.162790698,0.14868082
0.426128591,0.162790698,0.148666
0.426812585,0.093023256,0.14865117
0.42749658,0.11627907,0.14863634
0.428180575,0.139534884,0.1486215
0.428864569,0.046511628,0.14860664
0.429548564,0.162790698,0.1485918
0.430232558,0.139534884,0.14857693
0.430916553,0.069767442,0.14856207
0.431600547,0.046511628,0.14854719
0.432284542,0.069767442,0.14853232
0.432968536,0.162790698,0.14851743
0.433652531,0.186046512,0.14850253
0.434336525,0.186046512,0.14848764
0.43502052,0.046511628,0.14847273
0.435704514,0.162790698,0.14845781
0.436388509,0.139534884,0.1484429
0.437072503,0.023255814,0.14842796
0.437756498,0.069767442,0.14841303
0.438440492,0.069767442,0.1483981
0.439124487,0.186046512,0.14838316
0.439808482,0.046511628,0.1483682
0.440492476,0.093023256,0.14835325
0.441176471,0.069767442,0.14833827
0.441860465,0.209302326,0.14832331
0.44254446,0.046511628,0.14830834
0.443228454,0.511627907,0.14829335
0.443912449,0.325581395,0.14827836
0.444596443,0.279069767,0.14826335
0.445280438,0.093023256,0.14824834
0.445964432,0.023255814,0.14823334
0.446648427,0.302325581,0.14821832
0.447332421,0.279069767,0.1482033
0.448016416,0.11627907,0.14818828
0.44870041,0.046511628,0.14817324
0.449384405,0.069767442,0.1481582
0.450068399,0.325581395,0.14814314
0.450752394,0.488372093,0.14812809
0.451436389,0.186046512,0.14811303
0.452120383,0.139534884,0.14809796
0.452804378,0.279069767,0.14808288
0.453488372,0.302325581,0.1480678
0.454172367,0.046511628,0.1480527
0.454856361,0.302325581,0.14803761
0.455540356,0.046511628,0.14802252
0.45622435,0.488372093,0.14800741
0.456908345,0.162790698,0.1479923
0.457592339,0.093023256,0.14797717
0.458276334,0.023255814,0.14796205
0.458960328,0.11627907,0.14794691
0.459644323,0.023255814,0.14793177
0.460328317,0.046511628,0.14791663
0.461012312,0.186046512,0.14790148
0.461696306,0.186046512,0.1478863
0.462380301,0.046511628,0.14787115
0.463064295,0.093023256,0.14785598
0.46374829,0.186046512,0.1478408
0.464432285,0.093023256,0.14782561
0.465116279,0.186046512,0.14781041
0.465800274,0.023255814,0.14779522
0.466484268,0.069767442,0.14778002
0.467168263,0.372093023,0.1477648
0.467852257,0.139534884,0.14774959
0.468536252,0.279069767,0.14773437
0.469220246,0.488372093,0.14771913
0.469904241,0.372093023,0.1477039
0.470588235,0.209302326,0.14768866
0.47127223,0.139534884,0.14767341
0.471956224,0.162790698,0.14765815
0.472640219,0.093023256,0.1476429
0.473324213,0.209302326,0.14762762
0.474008208,0.093023256,0.14761235
0.474692202,0.186046512,0.14759706
0.475376197,0.093023256,0.14758177
0.476060192,0.046511628,0.14756648
0.476744186,0.046511628,0.14755118
0.477428181,0.11627907,0.14753588
0.478112175,0.279069767,0.14752056
0.47879617,0.023255814,0.14750524
0.479480164,0.465116279,0.14748992
0.480164159,0.023255814,0.14747459
0.480848153,0.465116279,0.14745924
0.481532148,0.162790698,0.14744389
0.482216142,0.325581395,0.14742854
0.482900137,0.046511628,0.1474132
0.483584131,0.186046512,0.14739782
0.484268126,0.046511628,0.14738245
0.48495212,0.023255814,0.14736708
0.485636115,0.093023256,0.1473517
0.486320109,0.11627907,0.1473363
0.487004104,0.046511628,0.1473209
0.487688098,0.441860465,0.1473055
0.488372093,0.046511628,0.1472901
0.489056088,0.11627907,0.14727467
0.489740082,0.11627907,0.14725925
0.490424077,0.302325581,0.14724383
0.491108071,0.348837209,0.14722839
0.491792066,0.255813953,0.14721295
0.49247606,0.581395349,0.1471975
0.493160055,0.023255814,0.14718205
0.493844049,0.139534884,0.1471666
0.494528044,0.372093023,0.14715113
0.495212038,0.093023256,0.14713565
0.495896033,0.11627907,0.14712018
0.496580027,0.302325581,0.14710468
0.497264022,0.069767442,0.1470892
0.497948016,0.23255814,0.1470737
0.498632011,0.046511628,0.14705819
0.499316005,0.23255814,0.14704268
0.5,0.139534884,0.14702716
0.500683995,0.465116279,0.14701164
0.501367989,0.11627907,0.14699611
0.502051984,0.23255814,0.14698057
0.502735978,0.11627907,0.14696503
0.503419973,0.046511628,0.14694948
0.504103967,0.139534884,0.14693393
0.504787962,0.325581395,0.14691837
0.505471956,0.255813953,0.1469028
0.506155951,0.186046512,0.14688723
0.506839945,0.186046512,0.14687164
0.50752394,0.046511628,0.14685605
0.508207934,0.069767442,0.14684047
0.508891929,0.046511628,0.14682487
0.509575923,0.186046512,0.14680927
0.510259918,0.139534884,0.14679365
0.510943912,0.186046512,0.14677803
0.511627907,0.046511628,0.1467624
0.512311902,0.162790698,0.14674677
0.512995896,0.093023256,0.14673114
0.513679891,0.302325581,0.14671549
0.514363885,0.069767442,0.14669985
0.51504788,0.046511628,0.14668418
0.515731874,0.372093023,0.14666852
0.516415869,0.23255814,0.14665286
0.517099863,0.186046512,0.14663719
0.517783858,0.093023256,0.1466215
0.518467852,0.255813953,0.14660582
0.519151847,0.325581395,0.14659011
0.519835841,0.069767442,0.14657442
0.520519836,0.186046512,0.14655872
0.52120383,0.139534884,0.146543
0.521887825,0.139534884,0.14652729
0.522571819,0.139534884,0.14651155
0.523255814,0.093023256,0.14649582
0.523939808,0.139534884,0.14648008
0.524623803,0.046511628,0.14646435
0.525307798,0.023255814,0.1464486
0.525991792,0.023255814,0.14643285
0.526675787,0.395348837,0.14641708
0.527359781,0.348837209,0.14640132
0.528043776,0.162790698,0.14638554
0.52872777,0.093023256,0.14636976
0.529411765,0.046511628,0.14635396
0.530095759,0.023255814,0.14633818
0.530779754,0.046511628,0.14632237
